timestamp,topic,average_hz,status
2026-08-26T05:34:36Z,/lio/odom,,no_data
2026-08-26T05:34:36Z,/lio/body_odom,,no_data
2026-08-26T05:35:22Z,/imu/data,142.943,ok
2026-08-26T05:35:26Z,/lio/odom,,no_data
2026-08-26T05:35:31Z,/lio/body_odom,9.937,ok
2026-08-26T05:35:35Z,/body_path,,no_data
2026-08-26T05:35:40Z,/terrain_costmap,,no_data
2026-08-26T05:35:45Z,/sdk2_command,,no_data
2026-08-26T05:36:18Z,/imu/data,150.073,ok
2026-08-26T05:36:23Z,/lio/odom,9.938,ok
2026-08-26T05:36:27Z,/lio/body_odom,10.483,ok
2026-08-26T05:36:32Z,/body_path,,no_data
2026-08-26T05:36:36Z,/terrain_costmap,,no_data
2026-08-26T05:36:41Z,/sdk2_command,173.704,ok
2026-08-26T05:37:09Z,/lio/odom,10.077243,ok
2026-08-26T05:37:09Z,/lio/body_odom,9.992840,ok
2026-08-26T05:37:09Z,/imu/data,152.726,ok
2026-08-26T05:37:14Z,/lio/odom,,no_data
2026-08-26T05:37:19Z,/lio/body_odom,,no_data
2026-08-26T05:37:23Z,/body_path,,no_data
2026-08-26T05:37:28Z,/terrain_costmap,,no_data
2026-08-26T05:37:32Z,/sdk2_command,,no_data
2026-08-26T05:38:02Z,/imu/data,150.350,ok
2026-08-26T05:38:07Z,/lio/odom,,no_data
2026-08-26T05:38:12Z,/lio/body_odom,10.042,ok
2026-08-26T05:38:17Z,/body_path,,no_data
2026-08-26T05:38:21Z,/terrain_costmap,,no_data
2026-08-26T05:38:26Z,/sdk2_command,,no_data
2026-08-26T05:38:54Z,/lio/odom,10.010171,ok
2026-08-26T05:38:54Z,/lio/body_odom,10.009403,ok
2026-08-26T05:40:01Z,/imu/data,161.542,ok
2026-08-26T05:40:06Z,/lio/odom,,no_data
2026-08-26T05:40:10Z,/lio/body_odom,10.044,ok
2026-08-26T05:40:15Z,/body_path,,no_data
2026-08-26T05:40:19Z,/terrain_costmap,,no_data
2026-08-26T05:40:24Z,/sdk2_command,190.355,ok
2026-08-26T05:40:54Z,/lio/odom,10.063292,ok
2026-08-26T05:40:54Z,/lio/body_odom,10.104620,ok
2026-08-26T05:40:54Z,/imu/data,158.064,ok
2026-08-26T05:40:59Z,/lio/odom,9.788,ok
2026-08-26T05:41:03Z,/lio/body_odom,10.077,ok
2026-08-26T05:41:08Z,/body_path,,no_data
2026-08-26T05:41:12Z,/terrain_costmap,,no_data
2026-08-26T05:41:17Z,/sdk2_command,,no_data
2026-08-26T05:41:48Z,/imu/data,,no_data
2026-08-26T05:41:53Z,/lio/odom,9.925,ok
2026-08-26T05:41:57Z,/lio/body_odom,12.614,ok
2026-08-26T05:42:02Z,/body_path,,no_data
2026-08-26T05:42:07Z,/terrain_costmap,,no_data
2026-08-26T05:42:11Z,/sdk2_command,183.918,ok
2026-08-26T05:42:42Z,/lio/odom,9.858014,ok
2026-08-26T05:42:42Z,/lio/body_odom,9.665771,ok
2026-08-26T05:42:42Z,/imu/data,157.844,ok
2026-08-26T05:42:46Z,/lio/odom,,no_data
2026-08-26T05:42:51Z,/lio/body_odom,10.193,ok
2026-08-26T05:42:56Z,/body_path,,no_data
2026-08-26T05:43:00Z,/terrain_costmap,2.041,ok
2026-08-26T05:43:05Z,/sdk2_command,,no_data
2026-08-26T05:43:36Z,/lio/odom,10.035318,ok
2026-08-26T05:43:36Z,/lio/body_odom,9.985725,ok
2026-08-26T05:44:02Z,/imu/data,,no_data
2026-08-26T05:44:06Z,/lio/odom,10.171,ok
2026-08-26T05:44:11Z,/lio/body_odom,,no_data
2026-08-26T05:44:15Z,/body_path,,no_data
2026-08-26T05:44:20Z,/terrain_costmap,,no_data
2026-08-26T05:44:25Z,/sdk2_command,178.936,ok
2026-08-26T05:44:54Z,/imu/data,157.498,ok
2026-08-26T05:44:59Z,/lio/odom,,no_data
2026-08-26T05:45:03Z,/lio/body_odom,10.176,ok
2026-08-26T05:45:08Z,/body_path,,no_data
2026-08-26T05:45:12Z,/terrain_costmap,,no_data
2026-08-26T05:45:17Z,/sdk2_command,193.524,ok
2026-08-26T05:45:46Z,/lio/odom,10.063535,ok
2026-08-26T05:45:46Z,/lio/body_odom,10.063632,ok
2026-08-26T05:45:46Z,/imu/data,139.621,ok
2026-08-26T05:45:50Z,/lio/odom,9.974,ok
2026-08-26T05:45:55Z,/lio/body_odom,10.565,ok
2026-08-26T05:46:00Z,/body_path,,no_data
2026-08-26T05:46:04Z,/terrain_costmap,,no_data
2026-08-26T05:46:09Z,/sdk2_command,,no_data
2026-08-26T05:46:39Z,/imu/data,158.028,ok
