timestamp,status,file_size_bytes,mtime_epoch,last_frame,frame_delta,last_points,last_packets,last_start_time,last_end_time,tail_warning_lines,tail_error_lines
2026-08-26T05:34:30Z,ok,528384,1787721877,5497,,64000,500,1787721864.308601,1787721864.408647,2,0
2026-08-26T05:36:07Z,frame_reset,92425,1787722570,967,,64000,500,1787722570.206155,1787722570.307253,0,0
2026-08-26T05:37:01Z,ok,142647,1787722623,1496,529,64000,500,1787722623.122170,1787722623.221505,0,0
2026-08-26T05:37:53Z,ok,191857,1787722674,2013,517,64000,500,1787722674.834504,1787722674.934305,0,0
2026-08-26T05:38:46Z,ok,242682,1787722728,2548,535,64000,500,1787722728.343564,1787722728.442449,0,0
2026-08-26T05:40:45Z,ok,357082,1787722847,3739,1191,64000,500,1787722847.457751,1787722847.555442,4,0
2026-08-26T05:41:37Z,ok,406672,1787722899,4262,523,64000,500,1787722899.759340,1787722899.858848,0,0
2026-08-26T05:42:32Z,ok,459937,1787722955,4815,553,64000,500,1787722955.063906,1787722955.164688,3,0
2026-08-26T05:43:27Z,ok,511142,1787723009,5354,539,64000,500,1787723008.969423,1787723009.069740,0,0
2026-08-26T05:44:45Z,ok,585052,1787723086,6133,779,64000,500,1787723086.876079,1787723086.977515,0,0
2026-08-26T05:45:37Z,ok,634547,1787723138,6653,520,64000,500,1787723138.880068,1787723138.980051,0,0
2026-08-26T05:46:29Z,ok,683852,1787723190,7172,519,64000,500,1787723190.783701,1787723190.884227,0,0
2026-08-26T05:47:22Z,ok,734809,1787723244,7704,532,64000,500,1787723243.987969,1787723244.089491,2,0
2026-08-26T05:48:40Z,ok,809518,1787723322,8487,783,64000,500,1787723322.295344,1787723322.408460,1,0
2026-08-26T05:49:33Z,ok,859812,1787723374,9012,525,64000,500,1787723374.795155,1787723374.894240,2,0
2026-08-26T05:50:25Z,ok,909972,1787723427,9539,527,64000,500,1787723427.459355,1787723427.559396,0,0
2026-08-26T05:51:18Z,ok,960488,1787723480,10070,531,64000,500,1787723480.536101,1787723480.635391,0,0
2026-08-26T05:52:37Z,ok,1036077,1787723558,10853,783,64000,500,1787723558.813187,1787723558.913322,0,0
2026-08-26T05:53:28Z,ok,1085613,1787723610,11369,516,64000,500,1787723610.404929,1787723610.504650,0,0
2026-08-26T05:54:20Z,ok,1135341,1787723662,11888,519,64000,500,1787723662.298513,1787723662.397599,0,0
2026-08-26T05:55:12Z,ok,1185261,1787723714,12407,519,64000,500,1787723714.193177,1787723714.292619,0,0
2026-08-26T05:56:29Z,ok,1259181,1787723791,13177,770,64000,500,1787723791.189003,1787723791.287916,0,0
