timestamp,vx,vy,yaw_rate,status
2026-08-26T05:35:54Z,,,,no_data
2026-08-26T05:36:48Z,0.0,0.0,-0.30000001192092896,ok
2026-08-26T05:37:39Z,,,,no_data
2026-08-26T05:38:32Z,,,,no_data
2026-08-26T05:40:32Z,,,,no_data
2026-08-26T05:41:24Z,,,,no_data
2026-08-26T05:42:18Z,,,,no_data
2026-08-26T05:43:13Z,,,,no_data
2026-08-26T05:44:31Z,0.0,0.0,0.0,ok
2026-08-26T05:45:23Z,,,,no_data
2026-08-26T05:46:15Z,0.0,0.0,0.0,ok
2026-08-26T05:47:08Z,,,,no_data
2026-08-26T05:48:27Z,,,,no_data
2026-08-26T05:49:19Z,0.0,0.0,0.0,ok
2026-08-26T05:50:12Z,0.0,0.0,0.0,ok
2026-08-26T05:51:05Z,,,,no_data
2026-08-26T05:52:23Z,,,,no_data
2026-08-26T05:53:15Z,0.0,0.0,0.0,ok
2026-08-26T05:54:07Z,0.0,0.0,0.0,ok
2026-08-26T05:54:59Z,,,,no_data
2026-08-26T05:56:16Z,,,,no_data
2026-08-26T05:57:10Z,,,,no_data
