timestamp,monotonic_ns,load1,load5,load15,mem_available_kib,swap_free_kib,thermal_max_millic,thermal_zone,status
2026-08-26T05:34:30Z,218260000000,1.78,0.92,0.36,14032796,8015680,52093,tj-thermal,ok
2026-08-26T05:36:07Z,317530000000,8.38,3.43,1.32,12909032,8015680,54593,tj-thermal,ok
2026-08-26T05:37:01Z,370550000000,10.11,4.74,1.89,12853840,8015680,55062,tj-thermal,ok
2026-08-26T05:37:53Z,422070000000,11.31,5.85,2.42,12812532,8015680,55562,soc1-thermal,ok
2026-08-26T05:38:46Z,475690000000,11.11,6.71,2.91,12812164,8015680,55750,soc1-thermal,ok
2026-08-26T05:40:45Z,594660000000,11.60,8.48,4.01,12798080,8015680,56093,soc1-thermal,ok
2026-08-26T05:41:37Z,646900000000,9.94,8.55,4.30,12891020,8015680,56437,tj-thermal,ok
2026-08-26T05:42:32Z,702140000000,12.00,9.31,4.80,12774516,8015680,56531,tj-thermal,ok
2026-08-26T05:43:27Z,756120000000,11.79,9.73,5.21,12893020,8015680,56500,soc1-thermal,ok
2026-08-26T05:44:45Z,834270000000,11.87,10.36,5.79,12890492,8015680,56593,soc1-thermal,ok
2026-08-26T05:45:37Z,886150000000,11.61,10.54,6.12,12884244,8015680,56750,soc1-thermal,ok
2026-08-26T05:46:29Z,937950000000,10.68,10.45,6.32,12891556,8015680,56750,soc1-thermal,ok
2026-08-26T05:47:22Z,991380000000,11.13,10.54,6.58,12864120,8015680,57000,tj-thermal,ok
2026-08-26T05:48:40Z,1069480000000,10.20,10.44,6.86,12873024,8015680,57062,tj-thermal,ok
2026-08-26T05:49:33Z,1122050000000,9.30,10.09,6.94,12860464,8015680,57156,soc1-thermal,ok
2026-08-26T05:50:25Z,1174630000000,9.73,10.12,7.12,12860540,8015680,57250,soc1-thermal,ok
2026-08-26T05:51:18Z,1227850000000,9.54,10.02,7.26,12854156,8015680,57250,tj-thermal,ok
2026-08-26T05:52:37Z,1305840000000,9.81,9.99,7.47,12863680,8015680,57468,tj-thermal,ok
2026-08-26T05:53:28Z,1357650000000,9.96,10.08,7.65,12860428,8015680,57468,soc1-thermal,ok
2026-08-26T05:54:20Z,1409540000000,11.26,10.43,7.90,12852920,8015680,57781,soc1-thermal,ok
2026-08-26T05:55:12Z,1461470000000,10.07,10.21,7.97,12863488,8015680,57781,soc1-thermal,ok
2026-08-26T05:56:29Z,1538520000000,10.20,10.31,8.18,12855604,8015680,57906,soc1-thermal,ok
